Customer ID,recency,frequency,monetary,R_score,F_score,M_score,segment,cancellation_rate,purchase_orders,cancelled_orders,true_champion
13869,16,6,4913.22,4,4,5,Champions,0.0,6,0,True
13870,22,7,2941.14,4,5,5,Champions,0.125,7,1,True
13871,63,4,1482.6,3,4,4,Loyal,0.42857142857142855,4,3,False
13872,162,3,919.57,2,3,3,At Risk,0.5,3,3,False
13873,18,5,649.32,4,4,3,Champions,0.0,5,0,True
13874,139,6,1508.7,2,4,4,At Risk,0.3333333333333333,6,3,False
13875,22,9,3027.58,4,5,5,Champions,0.0,9,0,True
13877,105,2,332.44,2,2,2,Lost,0.5,2,2,False
13878,182,3,1145.33,1,3,4,At Risk,0.0,3,0,False
13879,280,1,395.5,1,1,2,Lost,0.0,1,0,False
13880,2,5,1171.89,5,4,4,Champions,0.0,5,0,True
13881,10,23,28019.58,5,5,5,Champions,0.20689655172413793,23,6,False
13883,38,9,3860.89,3,5,5,Loyal,0.4375,9,7,False
13884,11,5,1037.43,5,4,4,Champions,0.375,5,3,False
13888,39,5,1405.92,3,4,4,Loyal,0.0,5,0,False
13889,17,5,1574.3300000000002,4,4,4,Champions,0.2857142857142857,5,2,False
13890,9,4,1043.57,5,4,4,Champions,0.5,4,4,False
13891,13,3,859.21,5,3,3,Loyal,0.0,3,0,False
13892,112,2,634.68,2,2,3,Lost,0.0,2,0,False
13895,150,2,1415.45,2,2,4,Lost,0.3333333333333333,2,1,False
13896,260,1,388.55,1,1,2,Lost,0.0,1,0,False
13897,73,2,849.56,2,2,3,Lost,0.0,2,0,False
13898,46,1,530.47,3,1,3,Potential,0.0,1,0,False
13900,24,3,869.64,4,3,3,Loyal,0.25,3,1,False
13901,9,10,2809.14,5,5,5,Champions,0.3333333333333333,10,5,False
13902,267,5,34095.26,1,4,5,At Risk,0.375,5,3,False
13903,35,1,165.45000000000002,4,1,1,Potential,0.0,1,0,False
13905,367,1,312.65,1,1,2,Lost,0.6666666666666666,1,2,False
13906,44,1,42.0,3,1,1,Potential,0.0,1,0,False
13907,326,1,136.8,1,1,1,Lost,0.0,1,0,False
13909,58,2,282.85,3,2,2,Potential,0.0,2,0,False
13911,14,11,1654.08,5,5,4,Champions,0.15384615384615385,11,2,True
13912,58,1,124.95,3,1,1,Potential,0.0,1,0,False
13913,141,1,42.22,2,1,1,Lost,0.0,1,0,False
13915,29,1,70.80000000000001,4,1,1,Potential,0.5,1,1,False
13916,98,4,1275.81,2,4,4,At Risk,0.2,4,1,False
13919,59,2,975.87,3,2,3,Potential,0.0,2,0,False
13920,66,4,1774.68,3,4,4,Loyal,0.2,4,1,False
13921,37,4,730.7,3,4,3,Loyal,0.2,4,1,False
13922,72,2,692.95,2,2,3,Lost,0.5,2,2,False
13927,72,1,359.27,2,1,2,Lost,0.5,1,1,False
13929,51,9,2651.45,3,5,5,Loyal,0.18181818181818182,9,2,False
13931,27,9,4019.85,4,5,5,Champions,0.0,9,0,True
13935,231,3,6116.92,1,3,5,At Risk,0.0,3,0,False
13936,17,2,563.08,4,2,3,Potential,0.0,2,0,False
13937,37,1,721.28,3,1,3,Potential,0.5,1,1,False
13939,66,4,992.41,3,4,4,Loyal,0.3333333333333333,4,2,False
13941,7,11,6009.34,5,5,5,Champions,0.08333333333333333,11,1,True
13942,169,1,320.0,2,1,2,Lost,0.0,1,0,False
13943,212,1,246.54,1,1,1,Lost,0.0,1,0,False
13944,288,1,200.43,1,1,1,Lost,0.0,1,0,False
13945,29,2,854.15,4,2,3,Potential,0.0,2,0,False
13946,11,3,1314.66,5,3,4,Loyal,0.25,3,1,False
13948,46,3,446.76,3,3,2,Loyal,0.25,3,1,False
13952,15,12,9572.45,4,5,5,Champions,0.14285714285714285,12,2,True
13953,44,5,3125.0,3,4,5,Loyal,0.0,5,0,False
13955,10,1,221.10999999999999,5,1,1,Potential,0.0,1,0,False
13957,52,3,458.25,3,3,2,Loyal,0.0,3,0,False
13958,14,8,4709.2300000000005,5,5,5,Champions,0.3333333333333333,8,4,False
13959,34,3,470.73,4,3,2,Loyal,0.0,3,0,False
13961,27,1,538.4,4,1,3,Potential,0.5,1,1,False
13962,70,1,193.25,2,1,1,Lost,0.0,1,0,False
13963,2,14,2347.33,5,5,5,Champions,0.06666666666666667,14,1,True
13964,22,2,438.9,4,2,2,Potential,0.3333333333333333,2,1,False
13965,111,3,996.61,2,3,4,At Risk,0.4,3,2,False
13966,70,1,384.26,2,1,2,Lost,0.0,1,0,False
13967,31,1,85.6,4,1,1,Potential,0.0,1,0,False
13968,58,1,123.66,3,1,1,Potential,0.0,1,0,False
13969,0,18,4266.88,5,5,5,Champions,0.1,18,2,True
13970,21,2,846.55,4,2,3,Potential,0.0,2,0,False
13971,58,6,1909.31,3,4,4,Loyal,0.14285714285714285,6,1,False
13974,217,1,264.13,1,1,2,Lost,0.6666666666666666,1,2,False
13975,28,6,2795.16,4,4,5,Champions,0.14285714285714285,6,1,True
13976,141,3,834.38,2,3,3,At Risk,0.0,3,0,False
13977,46,1,519.8100000000001,3,1,3,Potential,0.0,1,0,False
13979,28,6,2503.76,4,4,5,Champions,0.4,6,4,False
13980,74,4,568.68,2,4,3,At Risk,0.5,4,4,False
13981,50,1,331.14,3,1,2,Potential,0.5,1,1,False
13982,0,6,2511.08,5,4,5,Champions,0.3333333333333333,6,3,False
13983,1,10,4479.82,5,5,5,Champions,0.4444444444444444,10,8,False
13984,1,8,1128.09,5,5,4,Champions,0.0,8,0,True
13985,9,7,2960.73,5,5,5,Champions,0.125,7,1,True
13987,14,2,682.54,5,2,3,Potential,0.0,2,0,False
13988,18,2,609.84,4,2,3,Potential,0.0,2,0,False
13989,99,3,759.98,2,3,3,At Risk,0.0,3,0,False
13992,15,2,142.7,4,2,1,Potential,0.0,2,0,False
13993,14,10,3309.35,5,5,5,Champions,0.16666666666666666,10,2,True
13995,14,9,2508.32,5,5,5,Champions,0.25,9,3,False
13996,21,2,895.76,4,2,3,Potential,0.0,2,0,False
13997,154,3,376.46,2,3,2,At Risk,0.0,3,0,False
13998,81,3,566.7,2,3,3,At Risk,0.0,3,0,False
13999,9,17,5600.45,5,5,5,Champions,0.19047619047619047,17,4,True
14000,49,4,1410.68,3,4,4,Loyal,0.3333333333333333,4,2,False
14001,8,7,2487.01,5,5,5,Champions,0.0,7,0,True
14003,367,1,209.41,1,1,1,Lost,0.0,1,0,False
14004,28,4,1675.81,4,4,4,Champions,0.0,4,0,True
14006,163,4,1234.48,2,4,4,At Risk,0.0,4,0,False
14007,147,1,79.48,2,1,1,Lost,0.0,1,0,False
14008,67,1,509.04,3,1,3,Potential,0.5,1,1,False
14009,97,1,404.3,2,1,2,Lost,0.0,1,0,False
14010,200,2,445.15,1,2,2,Lost,0.3333333333333333,2,1,False
14011,115,2,457.82,2,2,2,Lost,0.3333333333333333,2,1,False
14013,15,2,611.5500000000001,4,2,3,Potential,0.3333333333333333,2,1,False
14014,11,2,1443.03,5,2,4,Potential,0.0,2,0,False
14016,31,7,7062.2,4,5,5,Champions,0.125,7,1,True
14017,206,1,229.75,1,1,1,Lost,0.0,1,0,False
14018,280,1,367.15000000000003,1,1,2,Lost,0.0,1,0,False
14020,111,2,606.21,2,2,3,Lost,0.3333333333333333,2,1,False
14021,9,4,1084.68,5,4,4,Champions,0.0,4,0,True
14022,121,1,352.15000000000003,2,1,2,Lost,0.0,1,0,False
14024,25,1,318.04,4,1,2,Potential,0.0,1,0,False
14025,99,8,4057.9,2,5,5,At Risk,0.2,8,2,False
14026,105,2,713.11,2,2,3,Lost,0.0,2,0,False
14028,185,3,10396.5,1,3,5,At Risk,0.25,3,1,False
14030,1,14,5839.46,5,5,5,Champions,0.125,14,2,True
14031,0,27,23632.72,5,5,5,Champions,0.22857142857142856,27,8,False
14032,1,6,1874.68,5,4,4,Champions,0.25,6,2,False
14033,190,1,109.44,1,1,1,Lost,0.0,1,0,False
14035,41,4,1366.73,3,4,4,Loyal,0.3333333333333333,4,2,False
14037,113,4,689.75,2,4,3,At Risk,0.2,4,1,False
14038,32,2,1509.5,4,2,4,Potential,0.5,2,2,False
14039,210,1,115.08000000000001,1,1,1,Lost,0.0,1,0,False
14040,21,23,8963.49,4,5,5,Champions,0.14814814814814814,23,4,True
14042,360,1,431.98,1,1,2,Lost,0.0,1,0,False
14043,126,2,302.6,2,2,2,Lost,0.3333333333333333,2,1,False
14044,53,6,2427.53,3,4,5,Loyal,0.14285714285714285,6,1,False
14045,8,13,9653.279999999999,5,5,5,Champions,0.1875,13,3,True
14047,7,10,2946.42,5,5,5,Champions,0.2857142857142857,10,4,False
14048,17,2,338.76,4,2,2,Potential,0.0,2,0,False
14049,22,9,7444.68,4,5,5,Champions,0.25,9,3,False
14051,1,15,6784.01,5,5,5,Champions,0.11764705882352941,15,2,True
14052,25,1,241.3,4,1,1,Potential,0.0,1,0,False
14053,32,2,312.05,4,2,2,Potential,0.0,2,0,False
14055,212,2,795.3199999999999,1,2,3,Lost,0.0,2,0,False
14057,16,5,2135.0,4,4,4,Champions,0.0,5,0,True
14058,97,2,469.19,2,2,2,Lost,0.0,2,0,False
14060,1,13,3378.66,5,5,5,Champions,0.07142857142857142,13,1,True
14061,142,3,917.4300000000001,2,3,3,At Risk,0.0,3,0,False
14062,9,12,15120.800000000001,5,5,5,Champions,0.2,12,3,False
14063,321,7,9471.5,1,5,5,At Risk,0.0,7,0,False
14064,65,10,1925.9,3,5,4,Loyal,0.2857142857142857,10,4,False
14065,24,3,891.02,4,3,3,Loyal,0.25,3,1,False
14068,238,3,1250.8700000000001,1,3,4,At Risk,0.25,3,1,False
14069,149,2,225.81,2,2,1,Lost,0.0,2,0,False
14070,319,1,321.6,1,1,2,Lost,0.0,1,0,False
14072,301,1,390.85,1,1,2,Lost,0.0,1,0,False
14074,258,1,219.39999999999998,1,1,1,Lost,0.0,1,0,False
14075,38,2,782.61,3,2,3,Potential,0.0,2,0,False
14077,30,1,115.66,4,1,1,Potential,0.0,1,0,False
14078,8,4,638.69,5,4,3,Champions,0.0,4,0,True
14079,317,1,243.63,1,1,1,Lost,0.0,1,0,False
14080,48,4,1070.08,3,4,4,Loyal,0.2,4,1,False
14081,4,9,4369.47,5,5,5,Champions,0.3076923076923077,9,4,False
14082,27,1,231.10999999999999,4,1,1,Potential,0.0,1,0,False
14083,6,3,373.3,5,3,2,Loyal,0.0,3,0,False
14084,147,1,150.5,2,1,1,Lost,0.0,1,0,False
14085,3,16,5607.43,5,5,5,Champions,0.0,16,0,True
14086,97,1,39.95,2,1,1,Lost,0.0,1,0,False
14087,39,2,638.0,3,2,3,Potential,0.3333333333333333,2,1,False
14088,41,3,13544.99,3,3,5,Loyal,0.5,3,3,False
14091,289,2,9530.08,1,2,5,Lost,0.0,2,0,False
14092,9,10,3152.54,5,5,5,Champions,0.09090909090909091,10,1,True
14094,74,1,311.77,2,1,2,Lost,0.5,1,1,False
14095,357,1,2.95,1,1,1,Lost,0.0,1,0,False
14097,116,2,422.85999999999996,2,2,2,Lost,0.0,2,0,False
14099,10,9,2646.7400000000002,5,5,5,Champions,0.1,9,1,True
14101,23,7,3985.14,4,5,5,Champions,0.125,7,1,True
14103,300,1,0.0,1,1,1,Lost,0.0,1,0,False
14104,24,3,524.3199999999999,4,3,3,Loyal,0.0,3,0,False
14105,43,4,4722.6,3,4,5,Loyal,0.42857142857142855,4,3,False
14106,372,1,214.79999999999998,1,1,1,Lost,0.0,1,0,False
14107,83,4,2174.07,2,4,5,At Risk,0.2,4,1,False
14108,366,2,447.05,1,2,2,Lost,0.0,2,0,False
14110,70,21,7304.8,2,5,5,At Risk,0.045454545454545456,21,1,False
14112,86,6,2919.44,2,4,5,At Risk,0.6,6,9,False
14113,10,12,5252.1900000000005,5,5,5,Champions,0.4782608695652174,12,11,False
14114,30,5,977.5600000000001,4,4,3,Champions,0.0,5,0,True
14115,136,2,622.6700000000001,2,2,3,Lost,0.0,2,0,False
14118,63,1,458.45,3,1,2,Potential,0.0,1,0,False
14119,10,2,183.37,5,2,1,Potential,0.0,2,0,False
14122,41,3,362.42,3,3,2,Loyal,0.4,3,2,False
14123,368,1,436.18,1,1,2,Lost,0.0,1,0,False
14126,79,1,466.33000000000004,2,1,2,Lost,0.0,1,0,False
14127,15,3,1190.3700000000001,4,3,4,Loyal,0.0,3,0,False
14128,186,1,286.71,1,1,2,Lost,0.5,1,1,False
14129,34,4,1467.48,4,4,4,Champions,0.0,4,0,True
14130,10,3,1377.86,5,3,4,Loyal,0.0,3,0,False
14131,283,1,168.22,1,1,1,Lost,0.0,1,0,False
14133,368,1,305.5,1,1,2,Lost,0.0,1,0,False
14134,17,15,11123.35,4,5,5,Champions,0.0,15,0,True
14135,2,11,4953.61,5,5,5,Champions,0.08333333333333333,11,1,True
14136,35,5,1570.81,4,4,4,Champions,0.2857142857142857,5,2,False
14137,330,1,332.7,1,1,2,Lost,0.5,1,1,False
14139,125,3,670.98,2,3,3,At Risk,0.0,3,0,False
14142,8,2,671.34,5,2,3,Potential,0.5,2,2,False
14144,121,1,30.599999999999998,2,1,1,Lost,0.0,1,0,False
14145,94,3,3857.85,2,3,5,At Risk,0.0,3,0,False
14146,18,7,5259.3,4,5,5,Champions,0.0,7,0,True
14147,23,7,2106.8,4,5,4,Champions,0.2222222222222222,7,2,False
14148,49,1,309.09000000000003,3,1,2,Potential,0.0,1,0,False
14151,308,2,679.45,1,2,3,Lost,0.3333333333333333,2,1,False
14152,22,5,1376.05,4,4,4,Champions,0.16666666666666666,5,1,True
14153,118,1,233.4,2,1,1,Lost,0.0,1,0,False
14154,16,6,5115.08,4,4,5,Champions,0.25,6,2,False
14156,6,97,188371.29,5,5,5,Champions,0.23015873015873015,97,29,False
14157,24,3,553.8000000000001,4,3,3,Loyal,0.0,3,0,False
14159,14,9,3221.6,5,5,5,Champions,0.18181818181818182,9,2,True
14160,245,7,8421.47,1,5,5,At Risk,0.0,7,0,False
14161,4,5,2182.46,5,4,5,Champions,0.0,5,0,True
14163,97,1,148.71,2,1,1,Lost,0.0,1,0,False
14166,140,2,251.15,2,2,2,Lost,0.0,2,0,False
14167,99,4,711.7,2,4,3,At Risk,0.0,4,0,False
14168,55,2,370.45,3,2,2,Potential,0.3333333333333333,2,1,False
14169,65,2,613.11,3,2,3,Potential,0.0,2,0,False
14170,10,3,570.18,5,3,3,Loyal,0.0,3,0,False
14171,365,1,135.0,1,1,1,Lost,0.0,1,0,False
14172,240,3,369.02,1,3,2,At Risk,0.25,3,1,False
14173,276,2,135.16,1,2,1,Lost,0.3333333333333333,2,1,False
14175,53,5,4456.58,3,4,5,Loyal,0.5,5,5,False
14176,2,2,339.11,5,2,2,Potential,0.0,2,0,False
14177,16,9,1660.23,4,5,4,Champions,0.0,9,0,True
14180,7,9,1570.73,5,5,4,Champions,0.25,9,3,False
14181,45,2,308.35,3,2,2,Potential,0.0,2,0,False
14182,78,4,678.77,2,4,3,At Risk,0.2,4,1,False
14183,46,2,278.34000000000003,3,2,2,Potential,0.0,2,0,False
14186,62,5,1550.63,3,4,4,Loyal,0.0,5,0,False
14187,108,1,123.5,2,1,1,Lost,0.0,1,0,False
14189,3,2,1160.31,5,2,4,Potential,0.0,2,0,False
14190,301,1,79.9,1,1,1,Lost,0.0,1,0,False
14191,29,2,132.9,4,2,1,Potential,0.3333333333333333,2,1,False
14192,23,1,293.74,4,1,2,Potential,0.0,1,0,False
14193,31,1,356.8,4,1,2,Potential,0.0,1,0,False
14194,27,15,7321.07,4,5,5,Champions,0.3181818181818182,15,7,False
14195,74,4,1603.6,2,4,4,At Risk,0.42857142857142855,4,3,False
14197,45,1,390.05,3,1,2,Potential,0.0,1,0,False
14198,35,5,868.33,4,4,3,Champions,0.16666666666666666,5,1,True
14199,58,3,906.3,3,3,3,Loyal,0.4,3,2,False
14200,252,1,379.2,1,1,2,Lost,0.0,1,0,False
14201,44,3,446.1,3,3,2,Loyal,0.0,3,0,False
14202,16,3,847.76,4,3,3,Loyal,0.0,3,0,False
14203,32,1,339.34,4,1,2,Potential,0.0,1,0,False
14204,57,3,874.22,3,3,3,Loyal,0.0,3,0,False
14205,29,7,1947.5,4,5,4,Champions,0.2222222222222222,7,2,False
14206,23,2,856.85,4,2,3,Potential,0.3333333333333333,2,1,False
14207,322,1,157.8,1,1,1,Lost,0.0,1,0,False
14208,186,1,415.31,1,1,2,Lost,0.0,1,0,False
14209,20,9,2919.84,4,5,5,Champions,0.25,9,3,False
14210,6,11,3955.6800000000003,5,5,5,Champions,0.26666666666666666,11,4,False
14211,46,9,2161.19,3,5,5,Loyal,0.3076923076923077,9,4,False
14212,80,1,1119.6599999999999,2,1,4,Lost,0.0,1,0,False
14213,39,1,1192.2,3,1,4,Potential,0.5,1,1,False
14215,3,4,1626.61,5,4,4,Champions,0.0,4,0,True
14216,49,1,310.74,3,1,2,Potential,0.5,1,1,False
14217,1,7,1411.91,5,5,4,Champions,0.36363636363636365,7,4,False
14219,44,2,543.89,3,2,3,Potential,0.0,2,0,False
14220,202,2,882.5999999999999,1,2,3,Lost,0.0,2,0,False
14221,84,8,3084.69,2,5,5,At Risk,0.1111111111111111,8,1,False
14224,25,5,831.98,4,4,3,Champions,0.0,5,0,True
14225,69,4,2031.07,3,4,4,Loyal,0.2,4,1,False
14226,76,1,770.34,2,1,3,Lost,0.5,1,1,False
14227,49,5,3015.2000000000003,3,4,5,Loyal,0.2857142857142857,5,2,False
14228,72,3,745.5,2,3,3,At Risk,0.0,3,0,False
14229,38,4,1046.84,3,4,4,Loyal,0.3333333333333333,4,2,False
14230,70,3,979.8000000000001,2,3,3,At Risk,0.0,3,0,False
14231,85,1,309.91,2,1,2,Lost,0.0,1,0,False
14233,100,3,1441.55,2,3,4,At Risk,0.4,3,2,False
14235,133,4,1573.1299999999999,2,4,4,At Risk,0.0,4,0,False
14236,7,4,1253.78,5,4,4,Champions,0.3333333333333333,4,2,False
14237,8,2,471.14,5,2,2,Potential,0.3333333333333333,2,1,False
14238,297,2,287.38,1,2,2,Lost,0.0,2,0,False
14239,66,10,1882.3200000000002,3,5,4,Loyal,0.09090909090909091,10,1,False
14240,58,1,357.15,3,1,2,Potential,0.0,1,0,False
14241,331,1,120.0,1,1,1,Lost,0.0,1,0,False
14243,0,8,4842.28,5,5,5,Champions,0.2,8,2,False
14244,295,1,366.41999999999996,1,1,2,Lost,0.5,1,1,False
14247,39,4,616.79,3,4,3,Loyal,0.2,4,1,False
14248,94,2,730.37,2,2,3,Lost,0.0,2,0,False
14249,45,12,5400.461,3,5,5,Loyal,0.0,12,0,False
14252,16,1,350.99,4,1,2,Potential,0.0,1,0,False
14253,128,2,363.40000000000003,2,2,2,Lost,0.0,2,0,False
14254,67,1,601.03,3,1,3,Potential,0.0,1,0,False
14256,126,3,1491.73,2,3,4,At Risk,0.5,3,3,False
14257,15,4,2854.73,4,4,5,Champions,0.0,4,0,True
14258,30,16,19381.36,4,5,5,Champions,0.2727272727272727,16,6,False
14260,106,3,824.28,2,3,3,At Risk,0.0,3,0,False
14263,58,1,322.93,3,1,2,Potential,0.0,1,0,False
14264,14,4,1183.39,5,4,4,Champions,0.3333333333333333,4,2,False
14265,99,2,843.17,2,2,3,Lost,0.0,2,0,False
14266,63,1,40.56,3,1,1,Potential,0.0,1,0,False
14268,105,1,354.85,2,1,2,Lost,0.0,1,0,False
14269,74,1,295.73,2,1,2,Lost,0.5,1,1,False
14271,44,1,101.86,3,1,1,Potential,0.0,1,0,False
14272,197,2,482.85,1,2,2,Lost,0.0,2,0,False
14274,321,1,256.6,1,1,2,Lost,0.0,1,0,False
14275,30,6,1189.3799999999999,4,4,4,Champions,0.0,6,0,True
14276,42,4,982.94,3,4,4,Loyal,0.5,4,4,False
14277,46,5,12655.16,3,4,5,Loyal,0.4444444444444444,5,4,False
14278,44,1,205.83,3,1,1,Potential,0.0,1,0,False
14279,155,2,191.86,2,2,1,Lost,0.0,2,0,False
14281,43,1,245.15,3,1,1,Potential,0.0,1,0,False
14282,2,11,4120.32,5,5,5,Champions,0.08333333333333333,11,1,True
14283,98,4,628.4399999999999,2,4,3,At Risk,0.0,4,0,False
14284,288,1,704.4,1,1,3,Lost,0.0,1,0,False
14285,148,4,1374.41,2,4,4,At Risk,0.2,4,1,False
14286,39,4,3851.0099999999998,3,4,5,Loyal,0.42857142857142855,4,3,False
14290,48,3,2201.91,3,3,5,Loyal,0.625,3,5,False
14291,15,12,4020.85,4,5,5,Champions,0.07692307692307693,12,1,True
14292,45,7,4354.32,3,5,5,Loyal,0.46153846153846156,7,6,False
14293,3,6,2221.37,5,4,5,Champions,0.14285714285714285,6,1,True
14294,42,1,375.34,3,1,2,Potential,0.0,1,0,False
14295,73,3,2186.71,2,3,5,At Risk,0.4,3,2,False
14296,56,2,456.40000000000003,3,2,2,Potential,0.3333333333333333,2,1,False
14298,10,38,39667.19,5,5,5,Champions,0.02564102564102564,38,1,True
14299,0,19,10533.87,5,5,5,Champions,0.24,19,6,False
14301,51,3,1352.04,3,3,4,Loyal,0.4,3,2,False
14302,65,3,742.9000000000001,3,3,3,Loyal,0.0,3,0,False
14303,42,2,277.94,3,2,2,Potential,0.0,2,0,False
14304,14,2,1341.56,5,2,4,Potential,0.3333333333333333,2,1,False
14306,13,4,1058.0800000000002,5,4,4,Champions,0.0,4,0,True
14307,8,5,2075.31,5,4,4,Champions,0.16666666666666666,5,1,True
14309,48,2,1428.28,3,2,4,Potential,0.0,2,0,False
14310,67,1,492.1,3,1,2,Potential,0.0,1,0,False
14311,202,1,206.19,1,1,1,Lost,0.0,1,0,False
14312,13,5,1478.7,5,4,4,Champions,0.0,5,0,True
14314,65,1,109.80000000000001,3,1,1,Potential,0.5,1,1,False
14315,199,2,716.69,1,2,3,Lost,0.3333333333333333,2,1,False
14316,57,5,1370.34,3,4,4,Loyal,0.16666666666666666,5,1,False
14318,95,1,158.02,2,1,1,Lost,0.0,1,0,False
14319,59,1,494.85,3,1,2,Potential,0.5,1,1,False
14320,181,3,868.96,1,3,3,At Risk,0.25,3,1,False
14321,66,2,687.3100000000001,3,2,3,Potential,0.3333333333333333,2,1,False
14322,64,4,474.1,3,4,2,Loyal,0.3333333333333333,4,2,False
14324,44,2,701.61,3,2,3,Potential,0.0,2,0,False
14325,204,1,245.48000000000002,1,1,1,Lost,0.0,1,0,False
14326,98,2,757.13,2,2,3,Lost,0.0,2,0,False
14327,17,5,1583.28,4,4,4,Champions,0.0,5,0,True
14329,10,8,4912.38,5,5,5,Champions,0.42857142857142855,8,6,False
14330,258,1,200.63,1,1,1,Lost,0.0,1,0,False
14332,16,2,1077.2,4,2,4,Potential,0.0,2,0,False
14334,60,4,1766.27,3,4,4,Loyal,0.2,4,1,False
14338,171,1,339.88,2,1,2,Lost,0.0,1,0,False
14339,63,1,310.75,3,1,2,Potential,0.0,1,0,False
14341,55,10,2285.04,3,5,5,Loyal,0.09090909090909091,10,1,False
14342,67,2,249.88,3,2,2,Potential,0.3333333333333333,2,1,False
14343,56,4,1079.66,3,4,4,Loyal,0.0,4,0,False
14344,2,14,2443.77,5,5,5,Champions,0.0,14,0,True
14346,60,3,1294.17,3,3,4,Loyal,0.0,3,0,False
14347,371,1,82.6,1,1,1,Lost,0.0,1,0,False
14350,15,2,689.1,4,2,3,Potential,0.0,2,0,False
14353,45,2,285.9,3,2,2,Potential,0.0,2,0,False
14355,0,3,840.0500000000001,5,3,3,Loyal,0.0,3,0,False
14358,24,2,400.06,4,2,2,Potential,0.3333333333333333,2,1,False
14361,213,1,214.70999999999998,1,1,1,Lost,0.0,1,0,False
14363,37,2,227.47000000000003,3,2,1,Potential,0.0,2,0,False
14365,29,2,634.68,4,2,3,Potential,0.0,2,0,False
14366,160,1,136.0,2,1,1,Lost,0.0,1,0,False
14369,277,2,469.13,1,2,2,Lost,0.0,2,0,False
14370,85,6,1175.78,2,4,4,At Risk,0.3333333333333333,6,3,False
14372,78,2,860.08,2,2,3,Lost,0.3333333333333333,2,1,False
14374,176,1,108.0,1,1,1,Lost,0.0,1,0,False
14375,85,2,871.26,2,2,3,Lost,0.0,2,0,False
14376,318,1,215.46,1,1,1,Lost,0.0,1,0,False
14378,256,1,131.25,1,1,1,Lost,0.0,1,0,False
14379,28,2,917.06,4,2,3,Potential,0.0,2,0,False
14380,317,1,48.96,1,1,1,Lost,0.0,1,0,False
14381,86,1,423.26,2,1,2,Lost,0.0,1,0,False
14382,25,1,578.14,4,1,3,Potential,0.5,1,1,False
14384,135,1,58.5,2,1,1,Lost,0.0,1,0,False
14388,7,9,3488.16,5,5,5,Champions,0.25,9,3,False
14389,59,3,854.55,3,3,3,Loyal,0.5,3,3,False
14390,7,5,1731.16,5,4,4,Champions,0.2857142857142857,5,2,False
14391,211,1,135.6,1,1,1,Lost,0.0,1,0,False
14392,67,1,266.4,3,1,2,Potential,0.0,1,0,False
14394,199,1,93.8,1,1,1,Lost,0.0,1,0,False
14395,7,12,4630.7,5,5,5,Champions,0.07692307692307693,12,1,True
14396,6,6,1591.74,5,4,4,Champions,0.0,6,0,True
14398,36,2,707.79,3,2,3,Potential,0.0,2,0,False
14399,29,8,2108.21,4,5,4,Champions,0.1111111111111111,8,1,True
14400,43,2,1157.77,3,2,4,Potential,0.3333333333333333,2,1,False
14401,59,9,2744.42,3,5,5,Loyal,0.18181818181818182,9,2,False
14402,287,1,285.6,1,1,2,Lost,0.0,1,0,False
14403,224,2,404.7,1,2,2,Lost,0.5,2,2,False
14404,4,8,1404.04,5,5,4,Champions,0.1111111111111111,8,1,True
14405,21,1,195.0,4,1,1,Potential,0.0,1,0,False
14408,106,4,1503.2400000000002,2,4,4,At Risk,0.0,4,0,False
14409,3,5,1696.64,5,4,4,Champions,0.16666666666666666,5,1,True
14410,11,2,1531.63,5,2,4,Potential,0.0,2,0,False
14412,59,1,656.16,3,1,3,Potential,0.0,1,0,False
14413,45,3,643.47,3,3,3,Loyal,0.0,3,0,False
14414,9,1,902.35,5,1,3,Potential,0.0,1,0,False
14415,14,10,6124.52,5,5,5,Champions,0.2857142857142857,10,4,False
14417,22,1,524.65,4,1,3,Potential,0.0,1,0,False
14419,17,1,202.85,4,1,1,Potential,0.0,1,0,False
14420,31,3,1251.65,4,3,4,Loyal,0.4,3,2,False
14421,147,4,1656.26,2,4,4,At Risk,0.2,4,1,False
14422,9,13,6007.88,5,5,5,Champions,0.13333333333333333,13,2,True
14423,72,2,651.41,2,2,3,Lost,0.3333333333333333,2,1,False
14425,69,3,661.39,3,3,3,Loyal,0.4,3,2,False
14426,38,7,7246.27,3,5,5,Loyal,0.36363636363636365,7,4,False
14427,129,2,900.1800000000001,2,2,3,Lost,0.0,2,0,False
14429,38,1,516.28,3,1,3,Potential,0.0,1,0,False
14430,146,3,1220.9,2,3,4,At Risk,0.4,3,2,False
14431,14,3,2143.84,5,3,5,Loyal,0.0,3,0,False
14433,100,1,280.7,2,1,2,Lost,0.0,1,0,False
14435,136,1,90.42,2,1,1,Lost,0.0,1,0,False
14436,188,1,182.64000000000001,1,1,1,Lost,0.0,1,0,False
14437,0,5,873.34,5,4,3,Champions,0.16666666666666666,5,1,True
14439,78,4,6781.8,2,4,5,At Risk,0.0,4,0,False
14440,0,9,4281.05,5,5,5,Champions,0.18181818181818182,9,2,True
14441,9,7,2898.8,5,5,5,Champions,0.3,7,3,False
14442,49,5,3777.2,3,4,5,Loyal,0.2857142857142857,5,2,False
14443,3,2,966.27,5,2,3,Potential,0.5,2,2,False
14444,91,1,120.44,2,1,1,Lost,0.0,1,0,False
14445,90,1,221.65,2,1,1,Lost,0.0,1,0,False
14446,21,1,189.93,4,1,1,Potential,0.0,1,0,False
14447,35,1,548.5,4,1,3,Potential,0.0,1,0,False
14449,7,5,1555.4,5,4,4,Champions,0.0,5,0,True
